epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,328.95,0.70324,0.34493,0.88056,0.99236,0.9766,0.99097,0.82077,0.77542,0.33746,0.8904,0.0001883,0.0001883,0.0001883
185,330.719,0.69407,0.33804,0.86745,0.99236,0.97688,0.9914,0.82198,0.78054,0.337,0.89393,0.0001784,0.0001784,0.0001784
186,332.515,0.69082,0.336,0.88809,0.99237,0.97734,0.99133,0.81905,0.78416,0.33664,0.89655,0.0001685,0.0001685,0.0001685
187,334.281,0.71083,0.34614,0.86513,0.9915,0.97744,0.99169,0.81716,0.79441,0.33512,0.90096,0.0001586,0.0001586,0.0001586
188,336.074,0.69929,0.33368,0.881,0.99078,0.97744,0.99167,0.81866,0.78971,0.33495,0.89893,0.0001487,0.0001487,0.0001487
189,337.889,0.69692,0.33872,0.8775,0.98737,0.98496,0.99198,0.8217,0.77773,0.33188,0.89496,0.0001388,0.0001388,0.0001388
190,339.63,0.69169,0.33641,0.86668,0.98829,0.98496,0.9921,0.82042,0.77573,0.33085,0.89469,0.0001289,0.0001289,0.0001289
191,349.028,0.6753,0.33493,0.87854,0.98886,0.98496,0.99224,0.8196,0.77671,0.3305,0.89575,0.000119,0.000119,0.000119
192,350.801,0.67434,0.32571,0.87646,0.98925,0.98496,0.99201,0.82153,0.77485,0.33064,0.89481,0.0001091,0.0001091,0.0001091
193,352.621,0.71467,0.34726,0.86721,0.98992,0.98496,0.9919,0.82247,0.77363,0.32882,0.89294,9.92e-05,9.92e-05,9.92e-05
194,354.398,0.68203,0.32739,0.8749,0.99238,0.98496,0.99176,0.82275,0.77348,0.3271,0.89229,8.93e-05,8.93e-05,8.93e-05
195,356.151,0.66824,0.3184,0.87819,0.98716,0.98747,0.99136,0.82502,0.77109,0.32865,0.89275,7.94e-05,7.94e-05,7.94e-05
196,357.873,0.71717,0.34654,0.86918,0.98855,0.98747,0.99175,0.82753,0.76959,0.32866,0.89243,6.95e-05,6.95e-05,6.95e-05
197,359.726,0.68116,0.32856,0.87692,0.98713,0.98747,0.99176,0.82512,0.77043,0.32821,0.89358,5.96e-05,5.96e-05,5.96e-05
198,361.443,0.67593,0.32262,0.86933,0.98691,0.98747,0.99149,0.82564,0.77042,0.32777,0.89398,4.97e-05,4.97e-05,4.97e-05
199,363.15,0.69659,0.33665,0.87399,0.98822,0.98747,0.99193,0.82134,0.77207,0.32874,0.89344,3.98e-05,3.98e-05,3.98e-05
200,364.831,0.67281,0.32683,0.87091,0.98759,0.98747,0.99183,0.82358,0.77216,0.32806,0.8934,2.99e-05,2.99e-05,2.99e-05
